"sku","_links_crosssell_sku"
"","BG:0201"
"VU:0061","BG:0212"
"VB:0011","F:0524"
"","F:0527"
"","F:0529"
"","F:0533"
"VB:0012","F:0524"
"","F:0527"
"","F:0529"
"EP:0069","VC:0048"
"","BR:0023"
"","BS:0004"
"EP:0070","BR:0023"
"","BS:0004"
"EP:0071","BR:0001"
"","VU:0041"
"","BR:0020"
"EP:0072","VC:0016"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"","BR:0020"
"","BR:0023"
"","BS:0004"
"EP:0073","VC:0016"
"","VC:0020"
"","VC:0021"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"","BR:0020"
"","BR:0023"
"","BS:0004"
"TP:0015","BR:0001"
"TP:0016","BR:0002"
"TP:0017","BR:0001"
"TP:0018","BR:0001"
"TP:0019","BR:0001"
"TP:0022","MT:0004"
"W:0015","EP:0001"
"","EP:0035"
"","EP:0037"
"EP:0028","BR:0013"
"EP:0029","BR:0013"
"W:0062","EP:0046"
"","EP:0053"
"","EP:0054"
"EP:0030","BR:0014"
"EP:0034","BR:0014"
"EP:0035","W:0015"
"EP:0037","W:0015"
"EP:0046","W:0062"
"EP:0053","W:0062"
"EP:0054","W:0062"
"BT:0014","EP:0004"
"","RP:0035"
"BT:0024","PU:D:0011"
"","PU:D:0122"
"","PU:D:0123"
"","PU:D:0195"
"","PU:D:0196"
"","PU:D:0197"
"VU:0062","BR:0004"
"VU:0063","BR:0008"
"BR:0013","EP:0065"
"","EP:0005"
"","EP:0028"
"","EP:0029"
"BR:0014","EP:0030"
"","EP:0034"
"BR:0017","EP:0007"
"BR:0018","EP:0008"
"BR:0020","EP:0066"
"","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0038"
"","VC:0016"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"","EP:0071"
"","EP:0072"
"","EP:0073"
"BR:0021","VU:0039"
"","VC:0048"
"TP:0024","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0031"
"","VC:0032"
"EP:0056","H:0016"
"","H:0017"
"EP:0057","H:0013"
"","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VU:0045"
"","VC:0031"
"","VC:0032"
"","W:0067"
"EP:0058","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0031"
"","VC:0032"
"","W:0067"
"EP:0059","H:0012"
"","H:0018"
"","H:0019"
"","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0031"
"","VC:0032"
"","W:0067"
"EP:0060","W:0067"
"W:0067","EP:0057"
"","EP:0058"
"","EP:0059"
"","EP:0060"
"BT:0031","VU:0003"
"","VU:0004"
"","VU:0005"
"","VU:0027"
"BT:0032","BR:0009"
"BT:0033","VU:0000"
"","VU:0001"
"BG:0003","PU:D:0003"
"","PU:D:0004"
"","PU:D:0005"
"","PU:D:0006"
"F:0002","PU:D:0003"
"","PU:D:0004"
"","PU:D:0005"
"","PU:D:0006"
"","PU:D:0007"
"","PU:D:0008"
"","PU:D:0009"
"","PU:D:0010"
"F:0003","PU:D:0011"
"","PU:D:0121"
"","PU:D:0122"
"","PU:D:0137"
"","PU:D:0196"
"F:0004","PU:D:0012"
"","PU:D:0135"
"F:0006","PU:D:0013"
"F:0008","PU:D:0073"
"","PU:D:0081"
"BG:0012","PU:D:0025"
"","PU:D:0067"
"","PU:D:0091"
"","PU:D:0096"
"","PU:D:0097"
"","PU:D:0098"
"","PU:D:0099"
"","PU:D:0103"
"","PU:D:0104"
"","PU:D:0105"
"","PU:D:0108"
"","PU:D:0109"
"","PU:D:0113"
"","PU:D:0114"
"","PU:D:0115"
"","PU:D:0116"
"","PU:D:0117"
"F:0010","PU:D:0186"
"","PU:D:0187"
"","PU:D:0188"
"F:0011","PU:D:0189"
"BG:0013","PU:D:0093"
"","PU:D:0094"
"","PU:D:0095"
"","PU:D:0106"
"","PU:D:0107"
"","PU:D:0110"
"","PU:D:0111"
"","PU:D:0112"
"F:0012","PU:D:0093"
"","PU:D:0094"
"","PU:D:0095"
"","PU:D:0163"
"","PU:D:0164"
"","PU:D:0165"
"BG:0014","PU:D:0093"
"","PU:D:0094"
"","PU:D:0095"
"","PU:D:0106"
"","PU:D:0107"
"","PU:D:0110"
"","PU:D:0111"
"","PU:D:0112"
"","PU:D:0163"
"","PU:D:0164"
"","PU:D:0165"
"","PU:D:0167"
"","PU:D:0168"
"F:0013","PU:D:0021"
"","PU:D:0022"
"","PU:D:0025"
"","PU:D:0054"
"","PU:D:0055"
"","PU:D:0096"
"","PU:D:0097"
"","PU:D:0098"
"","PU:D:0099"
"","PU:D:0156"
"","PU:D:0157"
"","PU:D:0160"
"","PU:D:0161"
"BG:0015","PU:D:0091"
"","PU:D:0103"
"","PU:D:0104"
"","PU:D:0105"
"","PU:D:0108"
"","PU:D:0109"
"","PU:D:0113"
"","PU:D:0114"
"","PU:D:0115"
"","PU:D:0116"
"","PU:D:0117"
"BG:0016","PU:D:0023"
"","PU:D:0024"
"","PU:D:0093"
"","PU:D:0094"
"","PU:D:0095"
"","PU:D:0106"
"","PU:D:0107"
"","PU:D:0110"
"","PU:D:0111"
"","PU:D:0112"
"","PU:D:0163"
"","PU:D:0164"
"","PU:D:0165"
"","PU:D:0167"
"","PU:D:0168"
"F:0014","PU:D:0051"
"","PU:D:0052"
"","PU:D:0053"
"BG:0017","PU:D:0103"
"","PU:D:0108"
"","PU:D:0109"
"","PU:D:0113"
"","PU:D:0114"
"","PU:D:0115"
"F:0015","PU:D:0025"
"","PU:D:0096"
"","PU:D:0097"
"","PU:D:0098"
"","PU:D:0099"
"","PU:D:0161"
"BG:0018","PU:D:0023"
"","PU:D:0024"
"","PU:D:0093"
"","PU:D:0094"
"","PU:D:0095"
"","PU:D:0163"
"","PU:D:0164"
"","PU:D:0165"
"","PU:D:0167"
"","PU:D:0168"
"BG:0019","PU:D:0103"
"","PU:D:0108"
"","PU:D:0109"
"","PU:D:0113"
"","PU:D:0114"
"","PU:D:0115"
"","PU:D:0161"
"","PU:D:0169"
"","PU:D:0170"
"","PU:D:0171"
"","PU:D:0172"
"BG:0020","PU:D:0080"
"BG:0021","PU:D:0070"
"","PU:D:0092"
"","PU:D:0149"
"","PU:D:0150"
"BG:0022","PU:D:0071"
"","PU:D:0085"
"","PU:D:0120"
"","PU:D:0132"
"","PU:D:0133"
"","PU:D:0150"
"BG:0023","PU:D:0118"
"BG:0024","PU:D:0026"
"","PU:D:0027"
"","PU:D:0028"
"BG:0025","PU:D:0030"
"","PU:D:0031"
"F:0018","PU:D:0085"
"","PU:D:0120"
"","PU:D:0132"
"","PU:D:0133"
"F:0019","PU:D:0070"
"","PU:D:0120"
"F:0020","PU:D:0092"
"F:0021","PU:D:0026"
"","PU:D:0027"
"","PU:D:0028"
"","PU:D:0029"
"F:0027","PU:D:0087"
"F:0029","PU:D:0032"
"","PU:D:0033"
"F:0031","PU:D:0035"
"F:0032","PU:D:0034"
"F:0033","PU:D:0036"
"F:0034","PU:D:0037"
"F:0035","PU:D:0038"
"F:0038","PU:D:0045"
"","PU:D:0046"
"","PU:D:0124"
"F:0039","PU:D:0101"
"","PU:D:0125"
"","PU:D:0130"
"","PU:D:0131"
"BG:0026","PU:D:0030"
"","PU:D:0031"
"BG:0027","PU:D:0082"
"","PU:D:0083"
"","PU:D:0084"
"","PU:D:0086"
"","PU:D:0087"
"BG:0029","PU:D:0076"
"BG:0030","PU:D:0045"
"","PU:D:0046"
"","PU:D:0101"
"","PU:D:0124"
"","PU:D:0152"
"","PU:D:0153"
"","PU:D:0154"
"BG:0039","PU:D:0101"
"","PU:D:0125"
"","PU:D:0130"
"","PU:D:0131"
"BG:0040","PU:D:0042"
"","PU:D:0166"
"BG:0041","PU:D:0043"
"","PU:D:0044"
"","PU:D:0158"
"","PU:D:0162"
"BG:0042","PU:D:0043"
"","PU:D:0044"
"","PU:D:0158"
"","PU:D:0162"
"F:0040","MT:0039"
"","PU:D:0166"
"F:0042","PU:D:0152"
"","PU:D:0153"
"","PU:D:0154"
"F:0043","PU:D:0135"
"","PU:D:0136"
"BG:0043","PU:D:0047"
"BG:0044","PU:D:0048"
"","PU:D:0049"
"","PU:D:0050"
"F:0044","PU:D:0138"
"","PU:D:0139"
"F:0052","PU:D:0012"
"F:0054","PU:D:0121"
"","PU:D:0122"
"F:0055","VU:0032"
"","VC:0044"
"","VC:0045"
"","VC:0046"
"","VC:0047"
"","VU:0047"
"","VU:0048"
"","VU:0049"
"","VU:0050"
"","VU:0058"
"","VU:0059"
"","VU:0060"
"","VC:0055"
"F:0056","VC:0034"
"","VC:0035"
"","VC:0036"
"","VC:0037"
"","VC:0038"
"","VC:0039"
"","VC:0040"
"","VC:0041"
"","VC:0042"
"","VC:0043"
"","VC:0052"
"","VC:0053"
"","VC:0054"
"","VC:0056"
"","VC:0057"
"F:0058","VU:0045"
"","VU:0051"
"F:0059","VU:0032"
"","VC:0044"
"","VC:0045"
"","VC:0046"
"","VC:0047"
"","VU:0047"
"","VU:0048"
"","VU:0049"
"","VU:0050"
"","VU:0058"
"","VU:0059"
"","VU:0060"
"","VC:0055"
"F:0060","VU:0045"
"","VU:0051"
"F:0061","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VU:0033"
"","VC:0018"
"","VC:0019"
"","VU:0044"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VU:0046"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"F:0062","VC:0034"
"","VC:0035"
"","VC:0036"
"","VC:0037"
"","VC:0038"
"","VC:0039"
"","VC:0040"
"","VC:0041"
"","VC:0042"
"","VC:0043"
"","VC:0052"
"","VC:0053"
"","VC:0054"
"","VC:0056"
"","VC:0057"
"F:0065","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"F:0066","VU:0040"
"","VU:0041"
"F:0068","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"F:0069","VU:0057"
"F:0070","VU:0038"
"","VU:0039"
"F:0071","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"F:0072","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"F:0073","VU:0041"
"F:0074","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"F:0075","VU:0040"
"","VU:0042"
"","VU:0043"
"F:0076","VU:0040"
"","VU:0042"
"","VU:0043"
"F:0077","VU:0040"
"","VU:0042"
"","VU:0043"
"F:0080","VU:0057"
"F:0081","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"F:0082","VU:0057"
"F:0083","VC:0016"
"","VC:0017"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"F:0085","VC:0020"
"","VC:0021"
"","VC:0048"
"F:0098","PU:D:0084"
"F:0131","PU:D:0084"
"F:0139","VU:0025"
"","VU:0031"
"F:0140","VU:0025"
"","VU:0031"
"BG:0049","PU:D:0191"
"BG:0051","PU:D:0190"
"","PU:D:0191"
"H:0044","VC:0011"
"H:0045","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0033"
"BR:0022","VU:0037"
"","VU:0056"
"BR:0023","EP:0066"
"","EP:0067"
"","EP:0069"
"","EP:0070"
"","EP:0072"
"","EP:0073"
"BS:0004","EP:0066"
"","EP:0067"
"","VU:0057"
"","EP:0069"
"","EP:0070"
"","EP:0072"
"","EP:0073"
"BG:0055","PU:D:0069"
"CB:0001","MT:0030"
"BG:0056","PU:D:0175"
"MT:0068","CB:0018"
"MT:0069","CB:0019"
"MT:0070","CB:0023"
"MT:0071","CB:0025"
"MT:0072","CB:0026"
"MT:0073","CB:0017"
"MT:0074","CB:0028"
"MT:0075","CB:0020"
"CB:0011","MT:0042"
"","MT:0043"
"CB:0012","MT:0044"
"","MT:0046"
"CB:0013","MT:0045"
"CB:0014","MT:0062"
"","MT:0064"
"CB:0016","MT:0044"
"","MT:0046"
"CB:0017","MT:0073"
"CB:0018","MT:0068"
"CB:0019","MT:0069"
"CB:0020","MT:0075"
"CB:0021","MT:0063"
"CB:0022","MT:0063"
"CB:0023","MT:0070"
"CB:0025","MT:0071"
"CB:0026","MT:0065"
"","MT:0072"
"CB:0027","MT:0065"
"CB:0028","MT:0074"
"MT:0077","PU:D:0045"
"","PU:D:0127"
"MT:0078","PU:D:0058"
"MT:0079","PU:D:0057"
"MT:0081","PU:D:0056"
"","PU:D:0059"
"MT:0085","PU:D:0187"
"MT:0086","PU:D:0031"
"MT:0087","PU:D:0061"
"CT:0007","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"CT:0012","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"CT:0016","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0008","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0019"
"FB:0010","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0012","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0013","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0014","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0028","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0019"
"FB:0029","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"FB:0030","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0025"
"","VC:0026"
"","VC:0027"
"","VC:0028"
"","VC:0029"
"","VC:0030"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"A:0021","H:0014"
"","VC:0008"
"","VC:0009"
"","VC:0010"
"","VC:0011"
"","VC:0012"
"","VC:0013"
"","VC:0014"
"","VC:0015"
"","VC:0018"
"","VC:0019"
"","VC:0022"
"","VC:0023"
"","VC:0024"
"","VC:0031"
"","VC:0032"
"","VC:0033"
"A:0024","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"A:0025","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0026","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0027","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0028","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VU:0057"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"W:0068","VU:0034"
"","VU:0035"
"","VU:0036"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"SS:0000","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0054"
"","VU:0055"
"SS:0001","VU:0037"
"","VU:0056"
"SB:0000","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"RP:0009","VU:0014"
"RP:0013","VU:0010"
"","VU:0011"
"","VU:0012"
"","VU:0014"
"RP:0032","VU:0020"
"PB:0009","VU:0012"
"","VU:0020"
"","VU:0023"
"BG:0063","PU:D:0012"
"","PU:D:0013"
"","PU:D:0121"
"","PU:D:0122"
"","PU:D:0123"
"BG:0072","PU:D:0076"
"RP:0035","EP:0004"
"","BT:0014"
"FB:0035","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"CT:0036","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"CT:0037","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"FB:0036","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"FB:0037","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0030","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0031","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0032","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0033","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"BR:0024","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0038"
"","VC:0016"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0034","VU:0038"
"","VU:0039"
"A:0035","VU:0038"
"","VU:0039"
"BG:0073","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"A:0036","VC:0020"
"","VC:0021"
"","VC:0048"
"VU:0064","F:0165"
"VU:0065","F:0167"
"","F:0171"
"VU:0066","F:0167"
"","F:0171"
"VU:0067","F:0167"
"","F:0171"
"VU:0068","F:0167"
"VU:0069","F:0167"
"VU:0070","F:0167"
"VU:0071","F:0167"
"","F:0190"
"VU:0072","F:0167"
"","F:0190"
"VU:0073","F:0167"
"VU:0074","F:0167"
"VU:0075","F:0167"
"","F:0190"
"VU:0076","F:0167"
"VU:0077","F:0167"
"VU:0078","F:0167"
"","F:0171"
"VU:0079","F:0167"
"VU:0080","F:0167"
"VU:0081","F:0167"
"","F:0171"
"VU:0082","F:0167"
"VU:0083","F:0167"
"","F:0190"
"VU:0084","F:0167"
"","F:0190"
"VU:0085","F:0167"
"VU:0086","F:0167"
"","F:0171"
"VU:0087","F:0167"
"VU:0088","F:0167"
"VU:0089","F:0167"
"","F:0171"
"VU:0090","F:0167"
"","F:0190"
"VU:0091","F:0176"
"VU:0092","F:0176"
"VU:0093","F:0176"
"VU:0094","F:0176"
"VU:0095","F:0176"
"VU:0096","F:0176"
"VU:0097","F:0176"
"VU:0098","F:0176"
"VU:0099","F:0176"
"VU:0100","F:0176"
"VU:0101","F:0176"
"VU:0102","F:0176"
"VU:0103","F:0176"
"VU:0104","F:0176"
"VU:0105","F:0176"
"VU:0106","F:0176"
"VU:0107","F:0176"
"VU:0108","F:0176"
"VU:0109","F:0176"
"VU:0110","F:0176"
"VU:0111","F:0176"
"VU:0112","F:0176"
"VU:0113","F:0176"
"VU:0114","F:0176"
"VU:0115","F:0176"
"VU:0116","F:0176"
"VU:0117","F:0176"
"VU:0118","F:0176"
"VU:0119","F:0176"
"VU:0120","F:0176"
"VU:0121","F:0176"
"VU:0122","F:0176"
"VU:0123","F:0176"
"VU:0124","F:0176"
"VU:0125","F:0178"
"VU:0126","F:0178"
"VU:0127","F:0178"
"VU:0128","F:0178"
"VU:0129","F:0178"
"VU:0130","F:0177"
"VU:0131","F:0177"
"VU:0132","F:0177"
"VU:0133","F:0177"
"VU:0134","F:0177"
"VU:0135","F:0177"
"VU:0136","F:0177"
"CE:0009","F:0179"
"CE:0010","F:0179"
"CE:0011","F:0179"
"CE:0012","F:0179"
"CE:0013","F:0179"
"CE:0014","F:0179"
"CE:0015","F:0179"
"CE:0016","F:0179"
"CE:0017","F:0179"
"CE:0018","F:0179"
"CE:0019","F:0179"
"CE:0020","F:0179"
"CE:0021","F:0179"
"CE:0022","F:0179"
"CE:0023","F:0179"
"CE:0024","F:0179"
"CE:0025","F:0179"
"CE:0026","F:0179"
"CE:0027","F:0179"
"CE:0028","F:0179"
"CE:0029","F:0179"
"CE:0030","F:0179"
"CE:0031","F:0179"
"CE:0032","F:0179"
"CE:0033","F:0179"
"CE:0034","F:0179"
"CE:0035","F:0179"
"CE:0036","F:0179"
"CE:0037","F:0179"
"CE:0038","F:0179"
"CE:0039","F:0179"
"CE:0040","F:0179"
"CE:0041","F:0179"
"CE:0042","F:0179"
"VU:0137","F:0184"
"VU:0138","F:0184"
"VU:0139","F:0184"
"VC:0058","F:0188"
"VC:0059","F:0188"
"VC:0060","F:0188"
"VU:0140","F:0190"
"VU:0141","F:0190"
"VU:0142","F:0198"
"VU:0143","F:0203"
"VU:0144","F:0203"
"DO:0001","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0038"
"","VU:0039"
"","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"","VU:0057"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"SB:0003","VU:0034"
"","VU:0035"
"","VU:0036"
"","VU:0037"
"","VU:0054"
"","VU:0055"
"","VU:0056"
"BR:0025","VU:0037"
"","VU:0056"
"BR:0026","VU:0037"
"","VU:0056"
"BR:0027","VU:0037"
"","VU:0056"
"EP:0076","VU:0041"
"","VC:0016"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0037","VC:0020"
"","VC:0021"
"","VC:0048"
"A:0038","VC:0020"
"","VC:0021"
"","VC:0048"
"BG:0173","VC:0020"
"","VC:0021"
"","VC:0048"
"PB:0010","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VC:0048"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"PB:0011","VC:0016"
"","VC:0020"
"","VC:0021"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"PB:0012","VC:0016"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0039","VC:0016"
"","VC:0017"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"A:0040","VC:0016"
"","VC:0017"
"","VC:0020"
"","VC:0021"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"BG:0174","VC:0016"
"","VC:0017"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"F:0520","VC:0016"
"","VC:0017"
"","VC:0049"
"","VC:0050"
"","VC:0051"
"SB:0004","VC:0016"
"","VC:0017"
"","VC:0049"
"","VC:0050"
"","VC:0051"
