sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
PU:D:0015,,"Power Unit",simple,,,base,,,,600.000,14.40,,,,,,,,,,Cana-Vac,,,,,,,,,,,,,,,,9.00,101.000,,,Blue,,,,,,,,,,"2016-03-24 19:17:28",,,,,55.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Silver Pet Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,599.9500,,,,,39.00,14.50,,,,"25 Year Motor / Limited Lifetime",14.50,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3500,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,138.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0016,,"Power Unit",simple,,,base,,,,710.000,14.40,,,,,,,,,,Cana-Vac,,,,,,,,,,,,,,,,9.00,139.000,,,Blue,,,,,,,,,,"2016-03-24 19:17:28",,,,,57.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 6.6",0,,0,,,,,,,,"Use config","Use config",,,"Gold Pet Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,699.9500,,,,,39.00,14.50,,,,"25 Year Motor / Limited Lifetime",14.50,,,,,0,,,,0,,,,,,,,test,,,,,No,,,4000,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,148.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0017,,"Power Unit",simple,,,base,,,,808.000,17.20,,,,,,,,,,Cana-Vac,,,,,,,,,,,,,,,,9.00,169.000,,,Blue,,,,,,,,,,"2016-03-24 19:17:28",,,,,59.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 8.2",0,,0,,,,,,,,"Use config","Use config",,,"Platinum Pet Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,799.9500,,,,,39.00,14.50,,,,"25 Year Motor / Limited Lifetime",14.50,,,,,0,,,,0,,,,,,,,test,,,,,No,,,10000,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,110.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0018,,"Power Unit",simple,,,base,,,,670.000,13.40,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,4.00,148.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,60.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domel&#039;s Best Made 6-Fan Metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Little Giant 4 Gallon Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,509.0000,,,,,22.00,12.00,,,,"Limited Lifetime Warranty",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,4000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,128.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0019,,"Power Unit",simple,,,base,,,,727.000,14.40,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,4.00,160.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,58.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domel&#039;s Best Made 6-Fan Metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Powerhouse 4 Gallon Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,599.0000,,,,,22.00,12.00,,,,"Limited Lifetime Warranty",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,6500,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,144.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0020,,"Power Unit",simple,,,base,,,,780.000,14.80,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,4.00,144.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,58.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domel&#039;s Best Made 6-Fan Metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Viper 4 Gallon Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,699.0000,,,,,22.00,12.00,,,,"Limited Lifetime Warranty",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,9000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,151.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0021,,"Power Unit",simple,,,base,,,,900.000,15.50,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,9.00,133.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,62.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin-Domel&#039;s Best Made 12-Fan Metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Turbo Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,895.0000,,,,,28.00,15.00,,,,"Limited Lifetime Warranty",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,12000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,160.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0022,,"Power Unit",simple,,,base,,,,1340.000,15.50,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,9.00,145.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,63.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin-Domel&#039;s Best Made 12-Fan Metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Twin Turbo Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,969.0000,,,Drainvac,,28.00,15.00,,,,"Limited Lifetime Warranty",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,20000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,240,,190.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0023,,"Power Unit",simple,,,base,,,,500.000,11.00,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,3.75,120.000,,,White,,,,,,,,,,"2016-03-24 19:17:28",,,,,73.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Single Motor",0,,0,,,,,,,,"Use config","Use config",,,"Pro 105-C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,"Pro 105-C",,,,,,,0.00,,No,,,415.0000,,,,,23.00,12.00,,,,"Limited Lifetime Warranty",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3500,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,115.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
TEST00001,,"Backpack Vacuum",simple,,,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,"2016-03-29 14:53:54",,,,,,test,,,No,,,,,,,,,No,,,,,,,,,,,No,,,,,0,,,,,,,,,no_selection,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"TEST BACKPACK",,,,,,,"Product Info Column",,No,No,No,,,,,,,,No,,,,No,,No,10.0000,,,,,,,,No,,,,,,,,,,,,0,,,No,,,,,test,no_selection,,,,No,,,,,1,,,2,no_selection,,"2016-03-29 14:53:54",test-backpack,test-backpack.html,No,4,None,,,,1.0000,,,,,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0024,,"Power Unit",simple,,,base,,,,600.000,11.00,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,3.75,140.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,73.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Single Motor",0,,0,,,,,,,,"Use config","Use config",,,"Pro 106-C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,"Pro 106-C",,,,,,,0.00,,No,,,500.0000,,,,,23.00,12.00,,,,"Limited Lifetime Warranty",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,5000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,125.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0025,,"Power Unit",simple,,,base,,,,500.000,13.50,,,,,,,,,,DrainVac,,,,,,,,,,,,,,,,9.00,120.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,75.00,test,,,No,,,,,,,,Caged,Yes,"Silver Clear/Hepa",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dual Motor",0,,0,,,,,,,,"Use config","Use config",,,"2G20032-CM Power Unit",,,,,,,"Product Info Column",,No,No,No,,,2G20032-CM,,,,,,,0.00,,No,,,900.0000,,,,,28.00,15.00,,,,"Limited Lifetime Warranty",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3500,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,115.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0026,,"Power Unit",simple,,,base,,,,645.000,15.00,,,,,,,,,,DustCare,,,,,,,,,,,,,,,,12.00,86.000,,,Black,,,,,,,,,,"2016-04-05 14:14:10",,,,,71.00,test,,,Yes,,,,,,,,Caged,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,,,,,,,,"Use config","Use config",,,"Dustcare 2000C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,0.0000,,,2000C,,31.50,15.00,,,,"7 Year",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3500,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,153.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0027,,"Power Unit",simple,,,base,,,,655.000,17.00,,,,,,,,,,DustCare,,,,,,,,,,,,,,,,12.00,91.000,,,Black,,,,,,,,,,"2016-04-05 14:14:10",,,,,69.00,test,,,No,,,,,,,,Caged,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,,,,,,,,"Use config","Use config",,,"Dustcare 3000C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,523.0000,,,3000C,,31.50,15.00,,,,"7 Years",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,5500,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,161.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0028,,"Power Unit",simple,,,base,,,,962.000,12.00,,,,,,,,,,DustCare,,,,,,,,,,,,,,,,12.00,146.000,,,Black,,,,,,,,,,"2016-04-05 14:14:10",,,,,71.00,test,,,Yes,,,,,,,,Caged,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,,,,,,,,"Use config","Use config",,,"Dustcare 4000C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,0.0000,,,,,31.50,15.00,,,,"7 Year",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,8500,,1,,Bagged,2,,,"2016-04-07 18:19:22",,,No,4,None,240,,196.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0029,,"Power Unit",simple,,,base,,,,530.000,14.40,,,,,,,,,,DustCare,,,,,,,,,,,,,,,,4.00,103.000,,,Beige,,,,,,,,,,"2016-04-05 14:14:10",,,,,74.00,test,,,No,,,,,,,,Cartridge,Yes,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,"Use config","Use config",,,"Dustcare DCC-4 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,DCC-4,,,,,,,0.00,,No,,,468.0000,,,,,39.50,12.00,,,,"7 Year",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,4000,,1,,Bagless,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,145.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0030,,"Power Unit",simple,,,base,,,,600.000,14.50,,,,,,,,,,Electrolux,,,,,,,,,,,,,,,,4.00,125.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,68.00,test,,,No,,,,,,,,Cartridge,Yes,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.7 2-Stage",0,,0,,,,,,,,"Use config","Use config",,,"PU3650B Power Unit",,,,,,,"Product Info Column",,No,No,No,,,PU3650B,,,,,,,0.00,,No,,,478.0000,,,,,33.00,11.00,,,,N/A,11.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,8000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,Digital,120,,140.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0031,,"Power Unit",simple,,,base,,,,640.000,15.00,,,,,,,,,,Electrolux,,,,,,,,,,,,,,,,7.00,126.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,68.00,test,,,No,,,,,,,,Cartridge,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2-Stage 7.2 Bypass",0,,0,,,,,,,,"Use config","Use config",,,"PU3900C Power Unit",,,,,,,"Product Info Column",,No,No,No,,,PU3900C,,,,,,,0.00,,No,,,648.0000,,,,,33.00,11.00,,,,N/A,11.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,12000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,LCD,120,,137.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0032,,"Power Unit",simple,,,base,,,,384.000,0.00,,,,,,,,,,Hayden,,,,,,,,,,,,,,,,5.00,103.000,,,Grey,,,,,,,,,,"2016-04-05 14:14:10",,,,,0.00,test,,,No,,,,,,,,Cartridge,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,,0,,,,,,,,"Use config","Use config",,,"SV3600 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,0.0000,,,,,0.00,0.00,,,,"10 Years",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,5500,,1,,"Filtered Cyclonic",2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,110.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0033,,"Power Unit",simple,,,base,,,,484.000,0.00,,,,,,,,,,Hayden,,,,,,,,,,,,,,,,5.00,100.000,,,Grey,,,,,,,,,,"2016-04-05 14:14:10",,,,,0.00,test,,,No,,,,,,,,Cartridge,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,,0,,,,,,,,"Use config","Use config",,,"SV6000 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,346.0000,,,,,34.00,12.00,,,,"10 Year",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,6000,,1,,"Filtered Cyclonic",2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,137.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0034,,"Power Unit",simple,,,base,,,,500.000,13.70,,,,,,,,,,Honeywell,,,,,,,,,,,,,,,,4.00,92.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,65.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,,0,,,,,,,,"Use config","Use config",,,"4B-H403 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,4B-H403,,,,,,,0.00,,No,,,298.9200,,,,,41.63,11.50,,,,"5 Years",11.50,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3000,,1,,Bagless,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,100.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0035,,"Power Unit",simple,,,base,,,,540.000,14.30,,,,,,,,,,Honeywell,,,,,,,,,,,,,,,,4.00,122.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,67.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,,0,,,,,,,,"Use config","Use config",,,"4B-H503 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,4B-H503,,,,,,,0.00,,No,,,351.4900,,,,,41.75,11.25,,,,"5 Year",11.25,,,,,0,,,,0,,,,,,,,test,,,,,No,,,4500,,1,,Bagless,2,,,"2016-04-07 18:19:22",,,No,4,None,120,,135.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0036,,"Power Unit",simple,,,base,,,,590.000,14.50,,,,,,,,,,Honeywell,,,,,,,,,,,,,,,,4.00,124.000,,,White,,,,,,,,,,"2016-04-05 14:14:10",,,,,65.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,,0,,,,,,,,"Use config","Use config",,,"4B-H703 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,4B-H703,,,,,,,0.00,,No,,,396.9900,,,,,40.00,11.00,,,,"5 Years",11.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,6000,,1,,Bagless,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,138.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
